,market,funding_total_usd,region,city,funding_rounds,Founding_year,first_funding_year,last_funding_year,first_funding_gap,last_funding_gap,first_last_funding_gap,success
13186,29,6500000.0,88,400,1,2007.0,2010.0,2010,3.0,3.0,0.0,1
13206,105,100000.0,104,89,1,2012.0,2012.0,2012,0.0,0.0,0.0,0
13221,29,89400001.0,137,567,4,2007.0,2010.0,2012,3.0,5.0,2.0,1
13228,309,0.0,151,646,2,1986.0,2008.0,2009,22.0,23.0,1.0,1
13229,341,200000.0,39,178,2,2009.0,2009.0,2009,0.0,0.0,0.0,0
13233,176,0.0,128,241,1,2005.0,2005.0,2005,0.0,0.0,0.0,0
13272,115,35800000.0,159,659,2,1999.0,2006.0,2007,7.0,8.0,1.0,1
13278,172,500000.0,30,139,1,2010.0,2009.0,2009,-1.0,-1.0,0.0,0
13298,265,1000000.0,131,569,2,2011.0,2012.0,2012,1.0,1.0,0.0,1
13309,269,118000000.0,6,299,4,0.0,2002.0,2010,0.0,0.0,8.0,1
13316,79,0.0,131,569,1,2011.0,2012.0,2012,1.0,1.0,0.0,1
13325,146,6700000.0,116,673,2,0.0,2009.0,2009,0.0,0.0,0.0,0
13346,137,39450000.0,79,97,4,2000.0,2005.0,2009,5.0,9.0,4.0,1
13353,145,300000.0,131,569,1,2005.0,2011.0,2011,6.0,6.0,0.0,0
13362,47,71900834.0,131,573,6,1999.0,2004.0,2010,5.0,11.0,6.0,1
13367,309,5000000.0,123,189,2,2006.0,2006.0,2008,0.0,2.0,2.0,0
13370,29,49733850.0,105,547,3,1986.0,2010.0,2013,24.0,27.0,3.0,0
13405,113,30310.0,39,178,1,2012.0,2014.0,2014,2.0,2.0,0.0,0
13407,154,15500000.0,104,695,1,0.0,2014.0,2014,0.0,0.0,0.0,1
13418,105,19391496.0,131,101,2,2011.0,2011.0,2013,0.0,2.0,2.0,1
13426,145,13000000.0,131,569,2,2004.0,2009.0,2010,5.0,6.0,1.0,0
13428,9,1500000.0,131,486,1,2012.0,2013.0,2013,1.0,1.0,0.0,1
13431,289,2450000.0,131,570,1,2000.0,2010.0,2010,10.0,10.0,0.0,1
13439,283,5440000.0,30,303,2,1997.0,2009.0,2010,12.0,13.0,1.0,1
13453,137,0.0,30,139,1,2008.0,2008.0,2008,0.0,0.0,0.0,0
13456,115,16000000.0,131,233,1,2001.0,2005.0,2005,4.0,4.0,0.0,1
13465,167,5500000.0,6,10,1,2005.0,2009.0,2009,4.0,4.0,0.0,1
13484,29,88950000.0,61,288,2,1989.0,2006.0,2007,17.0,18.0,1.0,1
13489,116,65000000.0,17,99,5,0.0,2001.0,2008,0.0,0.0,7.0,1
13517,210,4250000.0,131,573,1,2010.0,2012.0,2012,2.0,2.0,0.0,1
13520,28,3572737.0,131,361,3,2011.0,2011.0,2014,0.0,3.0,3.0,1
13523,146,6148584.0,34,154,2,0.0,2011.0,2012,0.0,0.0,1.0,0
13531,127,1500000.0,131,569,1,2011.0,2012.0,2012,1.0,1.0,0.0,1
13542,47,2050000.0,104,449,3,2009.0,2011.0,2014,2.0,5.0,3.0,0
13543,198,20000000.0,104,449,1,1985.0,2009.0,2009,24.0,24.0,0.0,0
13547,137,0.0,104,449,1,2011.0,2012.0,2012,1.0,1.0,0.0,0
13573,47,33052663.0,104,89,5,2007.0,1999.0,2012,-8.0,5.0,13.0,1
13597,210,19000000.0,36,535,1,0.0,2006.0,2006,0.0,0.0,0.0,1
13600,301,5000000.0,17,22,1,0.0,2006.0,2006,0.0,0.0,0.0,1
13610,145,6100000.0,42,214,1,2001.0,2005.0,2005,4.0,4.0,0.0,0
13625,150,8000000.0,79,583,3,2003.0,2011.0,2013,8.0,10.0,2.0,1
13648,309,2250000.0,9,34,2,1998.0,1999.0,2000,1.0,2.0,1.0,1
13663,309,0.0,140,593,1,2011.0,2012.0,2012,1.0,1.0,0.0,0
13672,289,59000000.0,96,270,4,2001.0,2004.0,2011,3.0,10.0,7.0,1
13695,49,3500000.0,93,416,1,2009.0,2011.0,2011,2.0,2.0,0.0,1
13708,115,0.0,15,63,1,2000.0,2013.0,2013,13.0,13.0,0.0,1
13727,309,4000000.0,104,449,1,2004.0,2007.0,2007,3.0,3.0,0.0,0
13732,116,3300000.0,135,518,2,2007.0,2007.0,2009,0.0,2.0,2.0,1
13746,1,70000.0,59,269,2,2007.0,2007.0,2007,0.0,0.0,0.0,1
13754,29,18050007.0,136,563,3,0.0,2009.0,2011,0.0,0.0,2.0,1
13757,79,40000.0,87,372,1,2008.0,2010.0,2010,2.0,2.0,0.0,1
13774,102,17000000.0,17,22,2,0.0,2006.0,2008,0.0,0.0,2.0,1
13786,155,781310880.0,38,266,2,0.0,2011.0,2014,0.0,0.0,3.0,0
13793,264,5280000.0,117,494,1,1994.0,2005.0,2005,11.0,11.0,0.0,1
13808,305,32000000.0,17,74,2,2005.0,2006.0,2007,1.0,2.0,1.0,0
13815,148,8200001.0,61,288,1,2008.0,2014.0,2014,6.0,6.0,0.0,0
13836,137,1500000.0,79,362,1,2008.0,2009.0,2009,1.0,1.0,0.0,0
13849,29,6381500.0,59,444,4,2008.0,2009.0,2014,1.0,6.0,5.0,0
13872,210,35000000.0,131,573,2,1998.0,2000.0,2002,2.0,4.0,2.0,1
13884,126,0.0,140,250,1,0.0,2008.0,2008,0.0,0.0,0.0,1
13885,47,20000000.0,6,162,1,0.0,2007.0,2007,0.0,0.0,0.0,1
13891,47,4800000.0,96,539,1,0.0,2008.0,2008,0.0,0.0,0.0,1
13892,226,120000.0,104,89,1,2013.0,2013.0,2013,0.0,0.0,0.0,0
13895,203,6875000.0,79,459,2,2008.0,2008.0,2011,0.0,3.0,3.0,1
13902,115,47000000.0,88,438,3,1984.0,2001.0,2004,17.0,20.0,3.0,1
13931,29,12000000.0,87,372,1,1994.0,2006.0,2006,12.0,12.0,0.0,1
13950,301,0.0,131,486,1,2011.0,2011.0,2011,0.0,0.0,0.0,1
13959,47,2000000.0,38,359,1,2002.0,2008.0,2008,6.0,6.0,0.0,0
13960,309,2551000.0,72,341,2,0.0,2011.0,2011,0.0,0.0,0.0,0
13975,309,3600000.0,140,593,2,2000.0,2006.0,2009,6.0,9.0,3.0,1
14000,309,0.0,38,90,1,0.0,2010.0,2010,0.0,0.0,0.0,1
14018,29,0.0,40,23,1,0.0,2014.0,2014,0.0,0.0,0.0,0
14032,146,39122000.0,131,575,4,1996.0,2008.0,2012,12.0,16.0,4.0,1
14048,79,740000.0,131,486,1,0.0,2010.0,2010,0.0,0.0,0.0,1
14060,47,8000000.0,117,494,1,0.0,2009.0,2009,0.0,0.0,0.0,0
14062,309,90000.0,91,405,1,2010.0,2012.0,2012,2.0,2.0,0.0,0
14066,362,4662500.0,131,573,4,1999.0,2008.0,2012,9.0,13.0,4.0,0
14077,309,750000.0,36,167,1,2008.0,2012.0,2012,4.0,4.0,0.0,0
14120,115,55500000.0,138,259,3,2009.0,2009.0,2012,0.0,3.0,3.0,1
14136,301,6850000.0,131,569,2,2004.0,2004.0,2007,0.0,3.0,3.0,0
14160,146,60000000.0,131,398,1,1999.0,2007.0,2007,8.0,8.0,0.0,1
14166,87,6000000.0,131,569,1,1997.0,2003.0,2003,6.0,6.0,0.0,1
14177,224,0.0,159,278,1,2007.0,2007.0,2007,0.0,0.0,0.0,0
14192,188,19600000.0,137,567,3,2004.0,2005.0,2008,1.0,4.0,3.0,1
14216,79,455000.0,38,76,2,2007.0,2007.0,2007,0.0,0.0,0.0,0
14219,309,0.0,140,399,1,2008.0,2011.0,2011,3.0,3.0,0.0,0
14228,309,20000000.0,131,242,1,1998.0,2005.0,2005,7.0,7.0,0.0,1
14230,309,8000000.0,159,186,1,1994.0,2006.0,2006,12.0,12.0,0.0,1
14238,146,5850000.0,140,319,1,1972.0,2014.0,2014,42.0,42.0,0.0,0
14245,336,750000.0,38,76,3,2008.0,2009.0,2011,1.0,3.0,2.0,1
14271,79,0.0,22,367,1,0.0,2012.0,2012,0.0,0.0,0.0,0
14298,309,0.0,105,450,1,0.0,2008.0,2008,0.0,0.0,0.0,0
14313,219,2300000.0,131,530,1,0.0,2013.0,2013,0.0,0.0,0.0,1
14316,80,3352194.0,123,189,3,2009.0,2010.0,2012,1.0,3.0,2.0,0
14333,79,1150000.0,137,600,2,2009.0,2011.0,2014,2.0,5.0,3.0,0
14334,309,13880000.0,79,489,1,2001.0,2008.0,2008,7.0,7.0,0.0,1
14336,39,42497374.0,131,569,4,2007.0,2008.0,2013,1.0,6.0,5.0,1
14340,50,55346471.0,116,673,4,2006.0,2008.0,2014,2.0,8.0,6.0,0
14345,137,800000.0,6,10,1,2004.0,2008.0,2008,4.0,4.0,0.0,1
14347,309,8000000.0,131,101,2,2007.0,2008.0,2010,1.0,3.0,2.0,1
14350,252,599997.0,51,284,2,2009.0,2009.0,2011,0.0,2.0,2.0,0
14381,201,188210000.0,66,296,5,2000.0,2004.0,2011,4.0,11.0,7.0,1
14394,286,7660000.0,131,432,1,2004.0,2006.0,2006,2.0,2.0,0.0,1
14404,309,2200000.0,151,646,1,2000.0,2006.0,2006,6.0,6.0,0.0,1
14418,57,75000.0,30,139,1,0.0,2011.0,2011,0.0,0.0,0.0,0
14420,123,18800000.0,104,449,2,2010.0,2010.0,2011,0.0,1.0,1.0,1
14423,79,3300000.0,131,569,1,0.0,2012.0,2012,0.0,0.0,0.0,1
14431,345,1000.0,104,449,1,2007.0,2008.0,2008,1.0,1.0,0.0,0
14446,8,12000000.0,131,580,1,2002.0,2006.0,2006,4.0,4.0,0.0,1
14466,309,24200000.0,17,22,4,1999.0,2007.0,2011,8.0,12.0,4.0,0
14480,29,1125000.0,93,559,2,2007.0,2008.0,2010,1.0,3.0,2.0,1
14491,145,17500000.0,105,547,2,0.0,2005.0,2008,0.0,0.0,3.0,1
14525,146,40499998.0,131,432,3,1995.0,2008.0,2014,13.0,19.0,6.0,0
14528,192,50000.0,41,343,1,2010.0,2010.0,2010,0.0,0.0,0.0,0
14548,85,29050000.0,17,95,4,2007.0,2007.0,2011,0.0,4.0,4.0,1
14552,126,15000000.0,135,561,1,0.0,2007.0,2007,0.0,0.0,0.0,1
14554,346,33200000.0,17,453,3,1991.0,2006.0,2008,15.0,17.0,2.0,1
14557,146,16000000.0,30,139,3,1995.0,2000.0,2001,5.0,6.0,1.0,1
14569,309,167500.0,131,569,1,2009.0,2010.0,2010,1.0,1.0,0.0,0
14575,309,7380000.0,131,580,1,2003.0,2007.0,2007,4.0,4.0,0.0,1
14576,115,1455000.0,148,618,8,2007.0,2008.0,2009,1.0,2.0,1.0,0
14579,32,180000.0,131,208,1,2011.0,2011.0,2011,0.0,0.0,0.0,1
14601,292,12284118.0,30,213,1,2009.0,2014.0,2014,5.0,5.0,0.0,0
14612,79,2000000.0,131,363,1,2011.0,2011.0,2011,0.0,0.0,0.0,0
14624,309,15495458.0,118,499,3,1998.0,2012.0,2014,14.0,16.0,2.0,0
14627,309,3700000.0,79,641,1,2005.0,2006.0,2006,1.0,1.0,0.0,1
14683,102,2600000.0,131,569,1,2012.0,2012.0,2012,0.0,0.0,0.0,1
14686,307,0.0,140,52,1,2009.0,2009.0,2009,0.0,0.0,0.0,0
14691,131,51300000.0,131,573,4,2005.0,2005.0,2007,0.0,2.0,2.0,1
14718,79,1200000.0,131,398,1,2009.0,2009.0,2009,0.0,0.0,0.0,0
14722,309,2960000.0,131,569,1,0.0,2007.0,2007,0.0,0.0,0.0,1
14730,79,0.0,79,362,1,0.0,2012.0,2012,0.0,0.0,0.0,0
14754,137,9700000.0,11,38,3,2007.0,2007.0,2010,0.0,3.0,3.0,0
14758,250,1300000.0,140,593,2,2011.0,2011.0,2012,0.0,1.0,1.0,1
14770,305,1807716.0,104,449,3,2007.0,2008.0,2010,1.0,3.0,2.0,0
14771,79,5750000.0,79,583,1,2010.0,2010.0,2010,0.0,0.0,0.0,0
14773,301,984000.0,131,569,2,2012.0,2012.0,2013,0.0,1.0,1.0,1
14783,64,8393798.0,131,573,1,2010.0,2014.0,2014,4.0,4.0,0.0,1
14786,102,395000000.0,68,307,2,1995.0,2012.0,2013,17.0,18.0,1.0,1
14791,79,10000.0,59,422,1,2007.0,2008.0,2008,1.0,1.0,0.0,0
14792,226,0.0,76,344,1,2012.0,2012.0,2012,0.0,0.0,0.0,0
14813,219,500000.0,30,139,1,2011.0,2011.0,2011,0.0,0.0,0.0,0
14819,314,1052870.0,30,139,9,0.0,2010.0,2011,0.0,0.0,1.0,1
14826,137,25000.0,131,569,1,2010.0,2013.0,2013,3.0,3.0,0.0,0
14839,312,15700000.0,131,573,3,2007.0,2008.0,2009,1.0,2.0,1.0,0
14848,121,0.0,131,168,1,2007.0,2007.0,2007,0.0,0.0,0.0,1
14853,127,32999999.0,131,569,2,2012.0,2013.0,2014,1.0,2.0,1.0,0
14859,301,0.0,131,569,1,2009.0,2010.0,2010,1.0,1.0,0.0,1
14872,335,20600000.0,140,593,3,2003.0,2004.0,2007,1.0,4.0,3.0,1
14916,102,15031860.0,17,560,5,2008.0,2009.0,2013,1.0,5.0,4.0,0
14921,102,60000.0,9,34,1,2008.0,2010.0,2010,2.0,2.0,0.0,0
14929,301,400000.0,104,449,1,2010.0,2010.0,2010,0.0,0.0,0.0,1
14931,123,1000000.0,104,449,1,2009.0,2010.0,2010,1.0,1.0,0.0,0
14938,208,275000.0,104,449,1,2009.0,2010.0,2010,1.0,1.0,0.0,0
14945,1,0.0,79,688,1,1998.0,2004.0,2004,6.0,6.0,0.0,1
14956,325,12000000.0,30,546,1,2003.0,2005.0,2005,2.0,2.0,0.0,1
14961,121,5900000.0,79,362,2,2010.0,2010.0,2010,0.0,0.0,0.0,1
14964,126,12000000.0,131,580,2,2006.0,2007.0,2009,1.0,3.0,2.0,1
14965,309,5575000.0,79,489,4,2006.0,2007.0,2012,1.0,6.0,5.0,1
14967,47,32630837.0,131,570,4,2003.0,2006.0,2009,3.0,6.0,3.0,1
14971,1,6000000.0,131,569,1,2002.0,2004.0,2004,2.0,2.0,0.0,1
14979,309,8100000.0,78,415,1,1996.0,2010.0,2010,14.0,14.0,0.0,1
14986,364,1500000.0,140,593,1,2004.0,2004.0,2004,0.0,0.0,0.0,0
15029,79,8000000.0,30,139,2,2004.0,2004.0,2005,0.0,1.0,1.0,1
15030,298,0.0,131,569,3,2011.0,2011.0,2011,0.0,0.0,0.0,0
15031,239,9000000.0,17,95,1,2010.0,2013.0,2013,3.0,3.0,0.0,1
15035,341,250000.0,11,38,1,2009.0,2009.0,2009,0.0,0.0,0.0,1
15039,341,130000.0,104,449,1,2009.0,2010.0,2010,1.0,1.0,0.0,1
15042,241,1835000.0,30,139,4,2009.0,2010.0,2011,1.0,2.0,1.0,1
15056,29,23500000.0,137,567,3,0.0,2009.0,2010,0.0,0.0,1.0,0
15060,198,750000.0,140,593,1,2014.0,2014.0,2014,0.0,0.0,0.0,0
15077,146,25000.0,36,167,1,2013.0,2013.0,2013,0.0,0.0,0.0,0
15079,8,4600000.0,6,299,1,0.0,2011.0,2011,0.0,0.0,0.0,1
15080,1,1000000.0,117,634,1,2007.0,2008.0,2008,1.0,1.0,0.0,1
15081,246,4933907.0,119,512,2,0.0,2009.0,2010,0.0,0.0,1.0,0
15083,54,443000.0,17,99,4,2011.0,2012.0,2014,1.0,3.0,2.0,0
15089,115,60000.0,131,486,1,2011.0,2011.0,2011,0.0,0.0,0.0,0
15095,79,1700000.0,131,569,1,2007.0,2007.0,2007,0.0,0.0,0.0,0
15131,309,173287501.0,30,139,2,1999.0,2005.0,2010,6.0,11.0,5.0,1
15142,40,0.0,131,569,1,2006.0,2007.0,2007,1.0,1.0,0.0,0
15144,137,10550000.0,78,550,2,0.0,2006.0,2008,0.0,0.0,2.0,0
15151,102,100000.0,17,74,1,0.0,2010.0,2010,0.0,0.0,0.0,1
15160,79,1000000.0,104,449,1,0.0,2011.0,2011,0.0,0.0,0.0,1
15185,145,9195002.0,104,449,2,2010.0,2014.0,2014,4.0,4.0,0.0,0
15194,309,12600000.0,131,398,2,0.0,2005.0,2006,0.0,0.0,1.0,0
15209,126,1915000.0,131,486,3,2007.0,2007.0,2009,0.0,2.0,2.0,1
15210,77,0.0,110,699,1,2012.0,2012.0,2012,0.0,0.0,0.0,0
15263,286,32000000.0,104,449,3,1996.0,2006.0,2013,10.0,17.0,7.0,1
15273,181,6500000.0,120,512,1,1999.0,2005.0,2005,6.0,6.0,0.0,1
15280,92,7000000.0,131,569,2,2011.0,2012.0,2013,1.0,2.0,1.0,1
15294,198,500000.0,137,107,1,2014.0,2014.0,2014,0.0,0.0,0.0,0
15298,115,980000.0,17,79,1,2001.0,2006.0,2006,5.0,5.0,0.0,0
15300,210,25131611.0,9,34,3,2001.0,2006.0,2007,5.0,6.0,1.0,1
15330,272,522000000.0,17,74,3,0.0,2010.0,2012,0.0,0.0,2.0,1
15360,20,1451000000.0,6,299,9,2008.0,2008.0,2012,0.0,4.0,4.0,1
15387,373,11510000.0,17,74,3,2008.0,2009.0,2011,1.0,3.0,2.0,0
15416,79,9200000.0,11,38,2,2005.0,2005.0,2007,0.0,2.0,2.0,1
15446,210,0.0,78,483,1,0.0,2006.0,2006,0.0,0.0,0.0,0
15458,284,700000.0,131,56,1,2010.0,2011.0,2011,1.0,1.0,0.0,0
15463,198,611387.0,104,449,2,2002.0,2010.0,2010,8.0,8.0,0.0,0
15468,309,3000000.0,131,624,1,2009.0,2011.0,2011,2.0,2.0,0.0,1
15476,309,6750000.0,98,371,2,0.0,2006.0,2007,0.0,0.0,1.0,0
15534,126,350000.0,38,76,2,2010.0,2011.0,2011,1.0,1.0,0.0,1
15538,210,1600000.0,131,56,1,2006.0,2007.0,2007,1.0,1.0,0.0,0
15539,137,0.0,131,573,1,2011.0,2011.0,2011,0.0,0.0,0.0,0
15540,250,0.0,131,624,1,2004.0,2004.0,2004,0.0,0.0,0.0,1
15542,137,0.0,131,569,1,2012.0,2009.0,2009,-3.0,-3.0,0.0,0
15545,336,1300000.0,131,569,3,0.0,2009.0,2009,0.0,0.0,0.0,0
15576,271,14000000.0,79,641,1,2005.0,2008.0,2008,3.0,3.0,0.0,1
15583,137,13200001.0,131,208,4,2005.0,2006.0,2009,1.0,4.0,3.0,1
15595,350,7175000.0,131,569,3,2006.0,2006.0,2008,0.0,2.0,2.0,1
15602,33,28300000.0,131,398,5,2005.0,2005.0,2008,0.0,3.0,3.0,1
15612,301,475000.0,24,702,2,0.0,2011.0,2011,0.0,0.0,0.0,0
15638,146,30000000.0,131,624,1,2002.0,2007.0,2007,5.0,5.0,0.0,1
15643,79,1300000.0,131,569,1,2007.0,2008.0,2008,1.0,1.0,0.0,0
15653,8,750000.0,131,569,1,2009.0,2010.0,2010,1.0,1.0,0.0,1
15658,301,2100000.0,137,567,3,2010.0,2011.0,2012,1.0,2.0,1.0,0
15664,102,24000000.0,131,569,1,1999.0,2012.0,2012,13.0,13.0,0.0,0
15680,210,73255000.0,131,569,8,2005.0,2007.0,2014,2.0,9.0,7.0,1
15681,79,600000.0,131,569,1,2007.0,2009.0,2009,2.0,2.0,0.0,1
15683,309,1400000.0,131,486,1,2010.0,2012.0,2012,2.0,2.0,0.0,1
15689,47,1900000.0,137,212,1,2009.0,2014.0,2014,5.0,5.0,0.0,0
15705,210,2100000.0,58,332,2,2006.0,2008.0,2009,2.0,3.0,1.0,0
15712,137,25000.0,8,31,1,2010.0,2012.0,2012,2.0,2.0,0.0,0
15716,309,6629950.0,31,141,3,1998.0,2008.0,2013,10.0,15.0,5.0,1
15749,126,12170000.0,131,569,1,2005.0,2008.0,2008,3.0,3.0,0.0,0
15763,29,29000000.0,17,99,1,2003.0,2010.0,2010,7.0,7.0,0.0,1
15765,126,20000000.0,104,449,2,2007.0,2010.0,2012,3.0,5.0,2.0,1
15776,192,575000.0,104,449,1,2010.0,2011.0,2011,1.0,1.0,0.0,1
15778,210,250000.0,131,569,2,2008.0,2008.0,2008,0.0,0.0,0.0,0
15784,44,350000.0,131,569,1,0.0,2011.0,2011,0.0,0.0,0.0,0
15795,210,2249999.0,11,38,1,2009.0,2009.0,2009,0.0,0.0,0.0,1
15796,145,5600000.0,17,344,1,2004.0,2007.0,2007,3.0,3.0,0.0,0
15805,154,1750000.0,131,569,2,0.0,2009.0,2010,0.0,0.0,1.0,1
15827,143,3750000.0,104,449,2,2009.0,2010.0,2011,1.0,2.0,1.0,1
15835,237,1015000.0,131,569,2,0.0,2008.0,2008,0.0,0.0,0.0,1
15840,312,500000.0,131,569,1,2009.0,2010.0,2010,1.0,1.0,0.0,0
15846,79,10000000.0,135,350,2,2006.0,2006.0,2008,0.0,2.0,2.0,1
15850,172,1300000.0,104,449,1,2007.0,2008.0,2008,1.0,1.0,0.0,0
15869,80,20000000.0,40,23,1,2001.0,2007.0,2007,6.0,6.0,0.0,1
15900,305,14255000.0,131,569,3,2009.0,2010.0,2011,1.0,2.0,1.0,1
15904,305,205000.0,131,101,1,2010.0,2011.0,2011,1.0,1.0,0.0,1
15906,309,0.0,30,139,1,2009.0,2009.0,2009,0.0,0.0,0.0,1
15915,126,0.0,68,307,1,0.0,2007.0,2007,0.0,0.0,0.0,1
15918,309,1200000.0,131,573,1,2005.0,2009.0,2009,4.0,4.0,0.0,1
15921,309,10000000.0,131,573,1,2002.0,2005.0,2005,3.0,3.0,0.0,1
15922,309,10000000.0,159,124,1,2006.0,2007.0,2007,1.0,1.0,0.0,0
15953,249,4000000.0,104,449,1,2002.0,2006.0,2006,4.0,4.0,0.0,1
15954,250,1822922.0,131,569,3,2008.0,2008.0,2011,0.0,3.0,3.0,1
15972,309,0.0,131,486,1,2011.0,2011.0,2011,0.0,0.0,0.0,0
16017,9,16500000.0,131,569,2,2008.0,2011.0,2012,3.0,4.0,1.0,1
16024,286,11000000.0,131,486,1,0.0,2007.0,2007,0.0,0.0,0.0,1
16035,148,10000000.0,140,593,1,0.0,2010.0,2010,0.0,0.0,0.0,1
16062,316,20000000.0,30,139,1,1993.0,2000.0,2000,7.0,7.0,0.0,1
16069,283,0.0,91,405,1,2010.0,2010.0,2010,0.0,0.0,0.0,0
16081,1,37049998.0,131,573,3,2007.0,2009.0,2012,2.0,5.0,3.0,1
16096,283,200000.0,30,139,1,2010.0,2010.0,2010,0.0,0.0,0.0,0
16104,154,500000.0,79,583,1,0.0,2012.0,2012,0.0,0.0,0.0,0
16118,102,2484999.0,131,569,3,2011.0,2011.0,2014,0.0,3.0,3.0,1
16132,336,0.0,104,449,1,0.0,2012.0,2012,0.0,0.0,0.0,0
16134,305,5000000.0,131,432,1,0.0,2011.0,2011,0.0,0.0,0.0,1
16136,301,5000000.0,131,432,1,2007.0,2008.0,2008,1.0,1.0,0.0,1
16143,312,0.0,75,276,1,2011.0,2011.0,2011,0.0,0.0,0.0,0
16149,68,15000.0,90,397,1,2012.0,2012.0,2012,0.0,0.0,0.0,0
16154,210,410000.0,25,576,1,2009.0,2010.0,2010,1.0,1.0,0.0,0
16166,277,0.0,104,89,1,2008.0,2008.0,2008,0.0,0.0,0.0,0
16206,79,140000.0,140,52,1,2011.0,2011.0,2011,0.0,0.0,0.0,1
16219,289,0.0,93,129,1,1973.0,1985.0,1985,12.0,12.0,0.0,0
16233,301,1500000.0,131,569,1,2007.0,2008.0,2008,1.0,1.0,0.0,0
16239,90,0.0,93,416,1,0.0,2012.0,2012,0.0,0.0,0.0,1
16244,79,924752.0,131,624,1,2006.0,2012.0,2012,6.0,6.0,0.0,1
16253,289,81017493.0,79,97,4,2000.0,2005.0,2010,5.0,10.0,5.0,1
16269,95,30000000.0,79,164,2,2011.0,2011.0,2013,0.0,2.0,2.0,1
16296,309,1163601.0,104,449,2,2009.0,2011.0,2013,2.0,4.0,2.0,0
16311,137,3050000.0,152,382,3,2010.0,2011.0,2012,1.0,2.0,1.0,0
16325,137,20000000.0,131,569,1,0.0,2011.0,2011,0.0,0.0,0.0,1
16328,29,15000000.0,123,429,1,1998.0,2013.0,2013,15.0,15.0,0.0,1
16345,309,111500000.0,135,561,3,2006.0,2008.0,2010,2.0,4.0,2.0,1
16380,126,3700000.0,135,561,2,2010.0,2011.0,2012,1.0,2.0,1.0,1
16386,126,1250000.0,94,95,1,2011.0,2012.0,2012,1.0,1.0,0.0,0
16393,208,1000000.0,140,52,1,0.0,2007.0,2007,0.0,0.0,0.0,0
16415,63,0.0,131,573,1,0.0,2007.0,2007,0.0,0.0,0.0,1
16436,137,45039999.0,6,10,3,2008.0,2010.0,2011,2.0,3.0,1.0,1
16478,137,3900000.0,13,289,1,2003.0,2010.0,2010,7.0,7.0,0.0,0
16479,137,9000000.0,104,449,2,2002.0,2005.0,2005,3.0,3.0,0.0,1
16507,137,3000000.0,17,99,2,2006.0,2007.0,2008,1.0,2.0,1.0,1
16516,349,1000000.0,104,449,1,0.0,2010.0,2010,0.0,0.0,0.0,0
16519,137,50000.0,131,432,1,2010.0,2010.0,2010,0.0,0.0,0.0,1
16536,309,6200000.0,79,705,1,1991.0,2005.0,2005,14.0,14.0,0.0,1
16538,146,14000000.0,79,463,1,0.0,2009.0,2009,0.0,0.0,0.0,0
16540,137,1500000.0,131,398,1,2008.0,2008.0,2008,0.0,0.0,0.0,0
16542,137,1000000.0,79,362,1,0.0,2011.0,2011,0.0,0.0,0.0,0
16554,79,0.0,131,569,1,2010.0,2010.0,2010,0.0,0.0,0.0,1
16576,210,4000.0,159,246,1,1999.0,1999.0,1999,0.0,0.0,0.0,1
16579,250,100000.0,131,486,1,2012.0,2012.0,2012,0.0,0.0,0.0,0
16585,210,800000.0,104,449,1,2009.0,2011.0,2011,2.0,2.0,0.0,1
16609,126,0.0,131,432,1,2009.0,2010.0,2010,1.0,1.0,0.0,1
16616,187,9560000.0,11,38,3,2010.0,2010.0,2013,0.0,3.0,3.0,1
16623,138,5000000.0,131,166,2,0.0,2008.0,2009,0.0,0.0,1.0,0
16624,309,7555000.0,9,707,1,0.0,2011.0,2011,0.0,0.0,0.0,0
16637,31,3715000.0,131,569,2,2009.0,2009.0,2010,0.0,1.0,1.0,1
16645,88,20000000.0,131,432,2,2006.0,2006.0,2008,0.0,2.0,2.0,1
16648,192,26041107.0,93,190,2,1999.0,2007.0,2009,8.0,10.0,2.0,1
16651,309,3000000.0,131,486,1,2006.0,2006.0,2006,0.0,0.0,0.0,0
16665,79,435953.0,79,61,4,2010.0,2009.0,2010,-1.0,0.0,1.0,0
16694,29,5100000.0,131,569,2,2007.0,2012.0,2014,5.0,7.0,2.0,0
16717,29,5730000.0,159,128,4,2002.0,2010.0,2013,8.0,11.0,3.0,0
16727,239,0.0,81,694,1,2011.0,2011.0,2011,0.0,0.0,0.0,0
16729,29,17300000.0,131,530,2,1983.0,2006.0,2007,23.0,24.0,1.0,1
16749,346,8000000.0,79,583,2,2004.0,2008.0,2009,4.0,5.0,1.0,1
16755,309,2500000.0,131,486,1,2000.0,2005.0,2005,5.0,5.0,0.0,0
16759,102,650000.0,30,139,3,2010.0,2010.0,2011,0.0,1.0,1.0,0
16762,29,7740000.0,79,362,5,0.0,2010.0,2013,0.0,0.0,3.0,0
16765,363,22165091.0,104,449,10,2002.0,2006.0,2010,4.0,8.0,4.0,1
16780,301,16500000.0,79,679,3,2006.0,2007.0,2009,1.0,3.0,2.0,1
16782,29,10438672.0,131,432,1,2009.0,2013.0,2013,4.0,4.0,0.0,1
16788,79,2000000.0,131,486,1,2006.0,2007.0,2007,1.0,1.0,0.0,0
16832,29,5426678.0,131,530,3,2008.0,2011.0,2013,3.0,5.0,2.0,0
16847,154,3000000.0,61,288,1,2010.0,2013.0,2013,3.0,3.0,0.0,0
16850,146,39803794.0,137,107,4,0.0,2007.0,2010,0.0,0.0,3.0,1
16861,363,40000000.0,79,385,4,1996.0,1995.0,1998,-1.0,2.0,3.0,1
